,region,customer_lifetime_value,response,coverage,education,effective_to_date,month,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size
9709,east,12168,yes,basic,bachelor,2/5/11,feb,retired,m,14973,suburban,divorced,115,2,75,0,2,corporate auto,corporate l3,offer1,branch,828,suv,medsize
9710,central,5623,no,basic,bachelor,1/5/11,jan,disabled,f,11612,suburban,married,71,20,92,0,5,personal auto,personal l3,offer2,branch,340,four-door car,medsize
9711,north west,7807,no,extended,master,1/24/11,jan,employed,m,52162,urban,divorced,99,1,63,0,4,personal auto,personal l2,offer1,agent,251,two-door car,large
9712,north west,11436,no,extended,college,1/15/11,jan,unemployed,m,96643,suburban,single,135,12,84,4,2,personal auto,personal l2,offer2,branch,980,suv,small
9713,north west,6109,no,extended,bachelor,2/11/11,feb,unemployed,f,38609,suburban,single,85,25,24,0,6,personal auto,personal l2,offer2,web,612,four-door car,medsize
9714,west region,2859,no,basic,bachelor,2/18/11,feb,employed,m,99981,urban,married,71,2,22,0,1,special auto,special l2,offer2,web,204,four-door car,small
9715,west region,3163,no,extended,college,1/15/11,jan,employed,m,97266,suburban,married,79,29,84,0,1,special auto,special l3,offer2,agent,546,two-door car,medsize
9716,west region,16953,yes,basic,bachelor,2/26/11,feb,employed,f,76797,urban,single,71,22,2,0,2,personal auto,personal l3,offer2,call center,234,four-door car,medsize
9717,north west,8543,no,basic,bachelor,2/22/11,feb,unemployed,f,80598,suburban,married,117,0,6,0,4,personal auto,personal l3,offer1,call center,561,sports car,medsize
9718,north west,7283,no,basic,college,1/15/11,jan,employed,f,79055,rural,divorced,186,32,24,1,1,personal auto,personal l1,offer2,branch,177,luxury suv,medsize
9719,central,2398,no,basic,master,1/23/11,jan,retired,m,24182,suburban,divorced,66,12,32,0,1,personal auto,personal l3,offer4,web,316,four-door car,large
9720,west region,8175,no,extended,college,1/31/11,jan,unemployed,f,24222,suburban,single,80,25,80,0,2,personal auto,personal l3,offer1,agent,384,four-door car,medsize
9721,east,3980,no,premium,high school or below,1/5/11,jan,employed,m,92539,suburban,single,101,2,61,0,1,personal auto,personal l2,offer3,agent,707,four-door car,medsize
9722,west region,20600,no,extended,bachelor,2/18/11,feb,employed,m,64541,urban,married,86,16,43,0,2,personal auto,personal l3,offer3,agent,256,four-door car,small
9723,west region,5011,no,basic,bachelor,2/27/11,feb,employed,m,75248,rural,married,63,13,71,0,5,corporate auto,corporate l3,offer2,agent,104,four-door car,large
9724,north west,3028,no,extended,high school or below,2/1/11,feb,unemployed,m,68160,suburban,single,94,27,52,1,1,special auto,special l3,offer1,branch,483,four-door car,medsize
9725,west region,6179,no,extended,high school or below,2/26/11,feb,unemployed,f,40308,suburban,single,86,13,96,0,8,corporate auto,corporate l3,offer3,call center,412,four-door car,medsize
9726,north west,8332,no,extended,college,1/27/11,jan,unemployed,m,70743,suburban,married,79,34,72,1,2,personal auto,personal l3,offer2,web,379,four-door car,medsize
9727,north west,4236,no,basic,bachelor,2/28/11,feb,unemployed,m,95471,suburban,single,61,21,13,0,3,personal auto,personal l3,offer1,agent,292,four-door car,medsize
9728,central,5657,no,extended,high school or below,2/20/11,feb,employed,m,98917,rural,married,139,18,21,0,1,corporate auto,corporate l1,offer1,agent,336,sports car,medsize
9729,north west,3746,yes,extended,college,2/26/11,feb,employed,f,41479,rural,married,94,14,38,1,1,personal auto,personal l3,offer2,call center,19,two-door car,large
9730,central,10004,no,extended,college,2/18/11,feb,unemployed,f,41987,suburban,single,94,7,4,0,2,corporate auto,corporate l3,offer1,branch,807,four-door car,large
9731,north west,3129,no,extended,high school or below,2/28/11,feb,employed,f,48056,suburban,married,78,15,92,0,1,corporate auto,corporate l3,offer3,agent,374,four-door car,small
9732,north west,2959,no,extended,high school or below,1/1/11,jan,retired,m,28140,suburban,single,85,23,5,0,1,personal auto,personal l3,offer3,web,612,four-door car,small
9733,central,2142,no,basic,bachelor,1/23/11,jan,unemployed,m,82715,suburban,single,65,3,71,0,1,corporate auto,corporate l1,offer4,web,686,two-door car,medsize
9734,west region,4510,no,basic,college,2/4/11,feb,employed,m,84300,rural,married,111,13,0,0,1,corporate auto,corporate l3,offer2,branch,202,four-door car,small
9735,north west,8535,no,basic,high school or below,2/18/11,feb,employed,f,53223,urban,divorced,72,9,0,0,2,personal auto,personal l3,offer1,agent,299,four-door car,large
9736,north west,2780,no,basic,college,2/22/11,feb,employed,f,94943,suburban,married,69,3,22,0,1,personal auto,personal l2,offer2,web,387,four-door car,medsize
9737,east,13579,no,basic,college,2/4/11,feb,unemployed,f,29925,suburban,single,193,30,38,0,7,personal auto,personal l1,offer1,agent,1610,luxury suv,medsize
9738,west region,2372,no,basic,high school or below,2/18/11,feb,medical leave,f,25550,suburban,married,61,28,13,0,1,personal auto,personal l3,offer4,agent,439,four-door car,small
9739,north west,8047,no,basic,doctor,2/20/11,feb,disabled,m,29808,rural,married,105,18,38,1,3,personal auto,personal l1,offer1,call center,52,suv,medsize
9740,central,2552,no,basic,high school or below,1/16/11,jan,employed,f,50201,rural,married,64,21,99,0,1,personal auto,personal l3,offer4,agent,99,two-door car,medsize
9741,north west,5308,no,basic,doctor,1/26/11,jan,employed,m,82601,urban,divorced,66,9,38,0,3,personal auto,personal l2,offer4,agent,186,four-door car,medsize
9742,north west,6966,no,extended,bachelor,1/19/11,jan,employed,f,41837,rural,married,88,29,93,0,9,personal auto,personal l3,offer1,call center,142,four-door car,small
9743,east,4860,no,basic,master,1/13/11,jan,employed,m,41126,urban,divorced,61,28,89,0,8,corporate auto,corporate l2,offer3,call center,199,four-door car,medsize
9744,central,5635,no,basic,college,1/22/11,jan,medical leave,f,19591,rural,divorced,74,8,79,0,4,personal auto,personal l2,offer1,agent,95,two-door car,medsize
9745,west region,7294,no,extended,high school or below,2/20/11,feb,employed,f,83488,suburban,married,90,14,20,0,3,personal auto,personal l2,offer4,agent,432,four-door car,large
9746,west region,6872,no,basic,bachelor,1/22/11,jan,unemployed,f,65842,suburban,single,64,0,72,0,2,corporate auto,corporate l1,offer1,call center,585,four-door car,small
9747,west region,4250,yes,basic,high school or below,1/18/11,jan,unemployed,f,32553,suburban,single,61,17,1,1,7,personal auto,personal l1,offer1,agent,292,four-door car,small
9748,central,5294,no,basic,doctor,2/3/11,feb,unemployed,f,59222,rural,married,70,9,19,0,3,personal auto,personal l2,offer2,call center,20,four-door car,medsize
9749,north west,4306,no,basic,college,2/17/11,feb,employed,f,26322,rural,married,111,8,94,2,1,corporate auto,corporate l1,offer3,branch,180,suv,medsize
9750,central,11785,no,premium,college,1/27/11,jan,employed,m,90016,rural,married,102,28,34,4,2,personal auto,personal l2,offer1,web,20,four-door car,medsize
9751,east,3921,no,extended,college,1/20/11,jan,employed,f,62445,suburban,married,98,1,12,0,1,personal auto,personal l2,offer2,call center,681,four-door car,small
9752,central,18892,no,extended,bachelor,1/31/11,jan,unemployed,f,24977,suburban,single,92,34,39,1,2,personal auto,personal l2,offer1,call center,441,two-door car,large
9753,east,4465,no,basic,college,2/1/11,feb,employed,f,61846,rural,married,112,1,48,0,1,personal auto,personal l2,offer2,agent,215,suv,medsize
9754,central,5895,no,basic,college,2/5/11,feb,employed,f,78352,rural,divorced,74,33,3,0,7,personal auto,personal l2,offer4,web,152,two-door car,medsize
9755,central,5973,no,basic,bachelor,1/26/11,jan,employed,f,41611,rural,married,74,14,8,0,8,special auto,special l2,offer1,branch,113,four-door car,medsize
9756,west region,2472,no,basic,master,2/19/11,feb,employed,m,76441,urban,single,62,22,61,0,1,personal auto,personal l2,offer2,branch,294,four-door car,medsize
9757,west region,3728,no,premium,high school or below,2/20/11,feb,unemployed,m,57058,suburban,single,105,13,22,0,1,personal auto,personal l3,offer1,web,756,four-door car,medsize
9758,north west,6553,no,basic,college,1/5/11,jan,unemployed,f,79815,suburban,single,61,4,68,0,2,corporate auto,corporate l2,offer3,call center,365,two-door car,medsize
9759,west region,10865,no,premium,high school or below,2/14/11,feb,unemployed,m,47209,suburban,single,110,27,48,1,2,corporate auto,corporate l1,offer1,agent,1066,four-door car,large
9760,central,4574,no,basic,college,2/15/11,feb,unemployed,f,86591,suburban,single,63,29,5,0,6,personal auto,personal l1,offer1,agent,453,four-door car,small
9761,north west,17208,no,basic,high school or below,2/4/11,feb,employed,f,29734,suburban,divorced,63,12,86,0,2,corporate auto,corporate l2,offer4,web,649,two-door car,medsize
9762,north west,9031,yes,extended,master,2/23/11,feb,unemployed,f,64365,suburban,single,122,15,47,0,9,personal auto,personal l2,offer1,branch,650,sports car,medsize
9763,central,2885,no,basic,high school or below,2/16/11,feb,employed,f,35654,suburban,married,72,17,19,0,1,personal auto,personal l1,offer2,branch,515,two-door car,small
9764,central,2739,no,extended,college,1/13/11,jan,unemployed,m,11815,suburban,married,92,26,11,4,1,personal auto,personal l2,offer3,agent,657,two-door car,medsize
9765,central,2482,no,basic,high school or below,1/31/11,jan,employed,m,31093,urban,single,64,1,22,0,1,personal auto,personal l3,offer3,branch,274,four-door car,medsize
9766,north west,4594,no,basic,high school or below,1/1/11,jan,unemployed,f,92869,rural,married,63,11,10,1,3,personal auto,personal l2,offer4,call center,139,four-door car,medsize
9767,north west,2395,yes,basic,doctor,1/27/11,jan,disabled,f,21986,suburban,divorced,63,1,9,0,1,personal auto,personal l1,offer2,branch,333,two-door car,medsize
9768,central,4506,no,basic,bachelor,1/31/11,jan,disabled,f,14985,suburban,married,116,33,45,0,1,personal auto,personal l3,offer1,call center,571,sports car,medsize
9769,west region,3339,no,extended,bachelor,1/9/11,jan,employed,f,38821,suburban,single,87,14,64,0,1,personal auto,personal l3,offer1,agent,488,two-door car,small
9770,west region,14137,no,basic,college,2/18/11,feb,employed,f,31794,suburban,divorced,119,12,16,0,2,personal auto,personal l3,offer1,agent,571,suv,medsize
9771,north west,10622,no,basic,bachelor,1/12/11,jan,employed,f,25634,rural,married,67,12,53,0,2,personal auto,personal l2,offer4,call center,144,four-door car,medsize
9772,north west,10881,no,extended,bachelor,2/6/11,feb,employed,m,73268,rural,married,137,30,35,0,3,personal auto,personal l3,offer3,agent,41,suv,medsize
9773,west region,23208,no,premium,high school or below,1/16/11,jan,employed,f,60233,urban,married,116,29,63,0,2,personal auto,personal l2,offer2,branch,481,two-door car,medsize
9774,north west,2744,no,basic,bachelor,2/9/11,feb,employed,m,94648,suburban,divorced,69,19,64,0,1,personal auto,personal l2,offer1,branch,331,four-door car,medsize
9775,central,5470,yes,extended,bachelor,2/17/11,feb,employed,f,54507,suburban,married,138,20,11,0,1,personal auto,personal l2,offer2,agent,702,suv,medsize
9776,west region,2713,no,basic,bachelor,1/12/11,jan,employed,f,31535,rural,single,70,27,46,0,1,personal auto,personal l2,offer4,branch,90,four-door car,medsize
9777,central,5368,no,basic,doctor,1/3/11,jan,employed,m,59601,suburban,married,67,28,2,0,6,personal auto,personal l3,offer4,branch,321,four-door car,medsize
9778,west region,4584,no,basic,college,1/16/11,jan,employed,m,85245,suburban,married,115,6,96,0,1,personal auto,personal l2,offer2,call center,556,sports car,large
9779,west region,15477,no,premium,college,1/17/11,jan,employed,m,51675,suburban,married,196,11,86,0,5,corporate auto,corporate l1,offer1,branch,940,four-door car,small
9780,north west,4836,no,basic,college,1/13/11,jan,unemployed,f,17382,suburban,single,69,12,89,0,8,personal auto,personal l1,offer1,agent,632,four-door car,small
9781,central,8858,no,extended,college,2/11/11,feb,unemployed,f,47235,rural,married,80,6,28,0,2,personal auto,personal l2,offer1,agent,81,two-door car,large
9782,north west,2895,no,basic,high school or below,2/5/11,feb,employed,f,72014,urban,married,72,24,58,0,1,personal auto,personal l1,offer2,agent,188,four-door car,medsize
9783,central,4349,yes,basic,college,2/10/11,feb,employed,f,75648,rural,married,108,28,10,0,1,personal auto,personal l1,offer2,branch,112,suv,large
9784,west region,5843,no,basic,college,1/15/11,jan,employed,m,77498,urban,single,74,17,10,0,5,personal auto,personal l3,offer1,branch,249,two-door car,medsize
9785,west region,3086,no,extended,college,1/16/11,jan,employed,f,73938,rural,married,76,34,48,0,1,personal auto,personal l3,offer4,call center,53,two-door car,medsize
9786,north west,2315,no,basic,bachelor,1/9/11,jan,unemployed,m,25733,suburban,single,73,14,39,1,1,corporate auto,corporate l3,offer1,branch,350,four-door car,medsize
9787,north west,5293,no,extended,bachelor,2/18/11,feb,employed,f,38521,urban,married,134,15,71,0,1,personal auto,personal l2,offer1,branch,557,suv,medsize
9788,west region,9747,no,extended,college,1/31/11,jan,unemployed,m,12468,suburban,divorced,92,7,89,0,2,personal auto,personal l3,offer1,agent,514,four-door car,medsize
9789,north west,2393,yes,basic,college,1/31/11,jan,unemployed,m,19906,suburban,single,70,9,10,0,1,personal auto,personal l1,offer1,branch,425,four-door car,medsize
9790,central,7860,no,basic,doctor,2/28/11,feb,disabled,m,21726,suburban,married,104,20,79,0,8,personal auto,personal l2,offer2,branch,697,suv,medsize
9791,west region,7089,no,extended,bachelor,1/10/11,jan,employed,m,28121,suburban,divorced,90,16,0,0,4,personal auto,personal l1,offer2,agent,432,two-door car,medsize
9792,north west,2453,yes,basic,bachelor,2/9/11,feb,medical leave,m,29735,suburban,single,69,3,92,0,1,personal auto,personal l2,offer1,agent,331,four-door car,medsize
9793,central,5358,no,extended,bachelor,1/23/11,jan,employed,f,83771,urban,married,133,26,18,0,1,personal auto,personal l3,offer4,web,482,sports car,medsize
9794,central,7028,no,basic,high school or below,1/12/11,jan,medical leave,f,18120,suburban,married,63,34,90,4,2,personal auto,personal l3,offer1,web,302,two-door car,small
9795,north west,7412,no,basic,college,1/1/11,jan,employed,f,52497,suburban,divorced,63,22,46,0,2,corporate auto,corporate l3,offer1,agent,302,two-door car,small
9796,west region,14914,no,basic,bachelor,2/22/11,feb,employed,f,45963,suburban,married,63,3,73,2,2,personal auto,personal l2,offer1,agent,302,four-door car,medsize
9797,north west,16414,no,basic,college,2/6/11,feb,unemployed,m,22241,suburban,married,112,11,9,0,2,special auto,special l1,offer1,web,682,suv,medsize
9798,west region,2742,no,basic,high school or below,1/2/11,jan,employed,f,64519,suburban,married,69,6,29,1,1,corporate auto,corporate l3,offer3,branch,331,four-door car,medsize
9799,central,5152,no,basic,bachelor,1/2/11,jan,unemployed,m,14208,suburban,married,68,7,31,0,7,corporate auto,corporate l1,offer2,web,326,four-door car,medsize
9800,north west,3771,no,basic,college,2/18/11,feb,unemployed,f,58861,suburban,married,103,25,16,1,1,personal auto,personal l3,offer1,branch,685,suv,medsize
9801,west region,2620,no,basic,bachelor,2/9/11,feb,medical leave,m,10237,urban,married,72,31,97,0,1,personal auto,personal l2,offer2,call center,253,two-door car,medsize
9802,north west,3146,no,extended,bachelor,2/21/11,feb,employed,f,28089,suburban,single,82,11,72,1,1,personal auto,personal l2,offer4,agent,411,two-door car,medsize
9803,central,10280,no,extended,high school or below,2/15/11,feb,employed,f,73661,urban,married,128,34,47,0,3,personal auto,personal l3,offer2,call center,404,suv,medsize
9804,central,3323,no,extended,high school or below,1/25/11,jan,disabled,f,12762,suburban,married,86,10,14,0,1,corporate auto,corporate l3,offer4,agent,412,two-door car,medsize
9805,central,6930,no,premium,college,2/11/11,feb,employed,m,29318,suburban,single,198,29,96,5,1,personal auto,personal l3,offer2,agent,1386,suv,medsize
9806,central,2909,no,basic,high school or below,2/7/11,feb,employed,f,88944,rural,single,72,24,36,0,1,personal auto,personal l3,offer2,branch,113,four-door car,medsize
9807,north west,5528,no,basic,high school or below,2/17/11,feb,unemployed,f,37159,suburban,married,73,30,11,0,8,personal auto,personal l3,offer1,web,388,four-door car,medsize
